article_title,country,revision_id,article_quality,population,region
Thulasizwe Thomo,South Africa,1242055258,Start,60.7,SOUTHERN AFRICA
Moses Twebe,South Africa,1084874768,Stub,60.7,SOUTHERN AFRICA
Andries Waterboer,South Africa,1231371989,Start,60.7,SOUTHERN AFRICA
Nicolaas Waterboer,South Africa,1215486445,Start,60.7,SOUTHERN AFRICA
Alan Winde,South Africa,1235103533,GA,60.7,SOUTHERN AFRICA
An Kyung-duk,"Korea, South",1215785399,Start,,
Bae Deok-kwang,"Korea, South",1210762609,Stub,,
Cha Myong-jin,"Korea, South",1248053978,GA,,
Chang Jung-sook,"Korea, South",1211885011,C,,
Chang Sŏng-man,"Korea, South",1211885084,C,,
Cho Jeong-sik,"Korea, South",1248055796,C,,
Choi Bae-geun,"Korea, South",1248055386,C,,
Choi Gyung-hwan,"Korea, South",1211890387,C,,
Choi Hye-young,"Korea, South",1248055430,C,,
Choi Jong-won,"Korea, South",1243716877,C,,
Choi Sae-hwang,"Korea, South",1170460727,Start,,
Chun Yung-woo,"Korea, South",1211894746,Stub,,
Chung Woon-chun,"Korea, South",1248054380,GA,,
Ha Tae-keung,"Korea, South",1242619974,C,,
Han Sun-kyo,"Korea, South",1248054350,GA,,
Hong Moon-jong,"Korea, South",1228163146,Start,,
Hwang Young-cheul,"Korea, South",1212684775,Start,,
Hwangbo Seung-hee,"Korea, South",1248060797,GA,,
Jang Kyung-tae,"Korea, South",1248060371,C,,
Jang Sung-min,"Korea, South",1248053120,Start,,
Jang Tae-wan,"Korea, South",1248685977,Start,,
Jee Man-won,"Korea, South",1214758329,Stub,,
Jeon Kwang-hoon,"Korea, South",1250378864,GA,,
Jeong Seung-hwa,"Korea, South",1249809187,Start,,
Kang Sung-hee (politician),"Korea, South",1212134475,Start,,
Kang Yong-suk,"Korea, South",1211216893,C,,
Kim Choong-soo,"Korea, South",1210984562,C,,
Kim Eun-hye (politician),"Korea, South",1248060805,GA,,
Kim Hyung-shik,"Korea, South",1248054490,C,,
Kim Jae-yeon (politician),"Korea, South",1250111695,C,,
Kim Jong-hoe,"Korea, South",1248054399,Stub,,
Kim Jong-hwan (military officer),"Korea, South",1214762134,Stub,,
Kim Joon-kyo,"Korea, South",1248054262,C,,
Kim Jung-hwa (politician),"Korea, South",1212149322,Start,,
Kim Nam-kuk,"Korea, South",1248055448,GA,,
Kim Se-jin (politician),"Korea, South",1216840135,Stub,,
"Kim Seon-dong (politician, born 1967)","Korea, South",1248491631,Start,,
Kim Woong,"Korea, South",1248060762,GA,,
"Kim Young-bae (politician, born 1967)","Korea, South",1248248014,C,,
Yun-Tae Kim,"Korea, South",1210823326,Start,,
Koo Yun-cheol,"Korea, South",1212159657,C,,
Kook Jong-nam,"Korea, South",1228800740,Stub,,
Kwak Sang-hoon,"Korea, South",1245683465,Stub,,
Kweon Seong-dong,"Korea, South",1219159232,C,,
Lee Baek-yun,"Korea, South",1212261224,Start,,
Lee Cha-su,"Korea, South",1212685987,Stub,,
Lee In-je,"Korea, South",1248052580,Start,,
Lee Jung-woo,"Korea, South",1212529450,Stub,,
Lee Keun-shik,"Korea, South",1248055313,Start,,
Lee Sang-kyu,"Korea, South",1212686631,GA,,
Lee Tae-bok,"Korea, South",1238348498,Stub,,
Min Jong-gi,"Korea, South",1242905318,Stub,,
Moon Sung-hyun (politician),"Korea, South",1237353584,Stub,,
Moon Sung-keun,"Korea, South",1241282811,C,,
Noh Hyeong-ouk,"Korea, South",1212687617,C,,
Oh Gi-hyoung,"Korea, South",1248063346,Start,,
Oh Shin-hwan,"Korea, South",1215046755,GA,,
Pak Tongjin,"Korea, South",1209936561,Stub,,
Park Jong-sun,"Korea, South",1203429219,Stub,,
Park Joo-hyun (politician),"Korea, South",1212681216,Start,,
Park Ju-won (politician),"Korea, South",1239331399,Start,,
Park Jun-young (government official),"Korea, South",1212688133,Start,,
Park Kwang-on,"Korea, South",1248053988,GA,,
Park Myung-keun,"Korea, South",1212688343,Start,,
Seonu Hwi,"Korea, South",1235438354,C,,
Shin Jeong-yil,"Korea, South",1227149477,C,,
Shin Seong-il,"Korea, South",1234392094,C,,
Song Ja,"Korea, South",1210545243,Start,,
Song Ki-seok,"Korea, South",1248053538,Start,,
Song Young-jin,"Korea, South",1197352077,Stub,,
Won Sehun,"Korea, South",1218114176,Start,,
Woo Hee-jong,"Korea, South",1248055379,Stub,,
Yeo Sang-kyoo,"Korea, South",1248054287,C,,
Yun Chi-chang,"Korea, South",1214785611,Stub,,
Yun Hee-suk,"Korea, South",1248060366,B,,
Yun Il-seon,"Korea, South",1221352139,Start,,
Yun So-ha,"Korea, South",1214500724,Start,,
Yun Young-sun (minister),"Korea, South",1214785975,Stub,,
Anisia Achieng,South Sudan,1223223050,Start,11.1,EASTERN AFRICA
Elizabeth Acuei Yol,South Sudan,1219648005,Start,11.1,EASTERN AFRICA
Wol Akec Akol,South Sudan,1093916563,Stub,11.1,EASTERN AFRICA
Mayol Kur Akuei,South Sudan,1213647572,Stub,11.1,EASTERN AFRICA
Alfred Futiyo Karaba,South Sudan,1225251895,Stub,11.1,EASTERN AFRICA
Jacob Aligo,South Sudan,1178261933,Stub,11.1,EASTERN AFRICA
Michael Lado Allah-Jabu,South Sudan,1215107662,Start,11.1,EASTERN AFRICA
Augustino Kiri Gwolo,South Sudan,1229325134,Start,11.1,EASTERN AFRICA
Paul Malong Awan,South Sudan,1233385951,C,11.1,EASTERN AFRICA
Joseph Bakosoro,South Sudan,1189798127,Start,11.1,EASTERN AFRICA
Tito Biel,South Sudan,1055829953,Start,11.1,EASTERN AFRICA
Joseph Bol Chan,South Sudan,1195579149,Stub,11.1,EASTERN AFRICA
Abraham Makoi Bol,South Sudan,1187621034,Stub,11.1,EASTERN AFRICA
Bona Malwal,South Sudan,1235651454,GA,11.1,EASTERN AFRICA
Peter Cirillo,South Sudan,1233240748,Stub,11.1,EASTERN AFRICA
Cirino Hiteng Ofuho,South Sudan,1173314826,Start,11.1,EASTERN AFRICA
Deng Deng Akuei,South Sudan,1175265686,Stub,11.1,EASTERN AFRICA
William Deng Nhial,South Sudan,1229366536,C,11.1,EASTERN AFRICA
Aldo Deng,South Sudan,1238472619,Start,11.1,EASTERN AFRICA
Ronald Ruai Deng,South Sudan,919609685,Stub,11.1,EASTERN AFRICA
Teker Riek Dong,South Sudan,918811425,Stub,11.1,EASTERN AFRICA
John Malish Dujuk,South Sudan,1146507746,Stub,11.1,EASTERN AFRICA
George Echom,South Sudan,1119848234,Start,11.1,EASTERN AFRICA
Jacob Kuwinsuk Gale,South Sudan,1108503934,Stub,11.1,EASTERN AFRICA
Naphtali Hassan Gale,South Sudan,1233313021,Stub,11.1,EASTERN AFRICA
Joseph Garang,South Sudan,1119716991,Start,11.1,EASTERN AFRICA
Isaac Cleto Hassan,South Sudan,1235672248,Stub,11.1,EASTERN AFRICA
Sarah Cleto Hassan,South Sudan,1220786528,Start,11.1,EASTERN AFRICA
Moro Isaac Jenesio,South Sudan,1218075053,C,11.1,EASTERN AFRICA
Jieng Council of Elders,South Sudan,1234296589,Start,11.1,EASTERN AFRICA
George Kongor Arop,South Sudan,1249045192,Stub,11.1,EASTERN AFRICA
Baba Medan Konya,South Sudan,919549108,Stub,11.1,EASTERN AFRICA
Abudhok Ayang Kur,South Sudan,1167584381,Stub,11.1,EASTERN AFRICA
Alex Latio Elia,South Sudan,1219357849,Stub,11.1,EASTERN AFRICA
Natisio Loluke,South Sudan,1133325629,Stub,11.1,EASTERN AFRICA
Martin Elia Lomuro,South Sudan,1159039404,Start,11.1,EASTERN AFRICA
Joseph Lual Acuil,South Sudan,1063289231,Start,11.1,EASTERN AFRICA
Luigi Adwok,South Sudan,1171543658,GA,11.1,EASTERN AFRICA
Mabior Garang De-Mabior,South Sudan,1250608232,Start,11.1,EASTERN AFRICA
Rin Tuec,South Sudan,1192898844,Stub,11.1,EASTERN AFRICA
Moses Kacoul Machar,South Sudan,1151274280,Stub,11.1,EASTERN AFRICA
Manasseh Magok,South Sudan,1217520697,Stub,11.1,EASTERN AFRICA
Simon Mijok Majak,South Sudan,1250096002,Stub,11.1,EASTERN AFRICA
Madang Majok,South Sudan,930031820,Stub,11.1,EASTERN AFRICA
Abraham Gum Makuach,South Sudan,1225529087,Stub,11.1,EASTERN AFRICA
Zakaria Matur Makuer,South Sudan,1193125145,Start,11.1,EASTERN AFRICA
Juma Ali Malou,South Sudan,1185968456,Stub,11.1,EASTERN AFRICA
Africano Mande,South Sudan,1249472514,C,11.1,EASTERN AFRICA
Mary Mawai,South Sudan,1202620554,Stub,11.1,EASTERN AFRICA
James Ajongo Mawut,South Sudan,1247863771,Stub,11.1,EASTERN AFRICA
Peter Mayen,South Sudan,1224366785,Start,11.1,EASTERN AFRICA
Afikaano Monday,South Sudan,919576350,Stub,11.1,EASTERN AFRICA
Joseph Monytuil,South Sudan,1133136974,Stub,11.1,EASTERN AFRICA
Paulino Matip Nhial,South Sudan,1227687707,GA,11.1,EASTERN AFRICA
Elias Waya Nyipuoc,South Sudan,960248404,Start,11.1,EASTERN AFRICA
Paulino Lukudu Obede,South Sudan,1243801134,C,11.1,EASTERN AFRICA
Bona Panek,South Sudan,919581650,Stub,11.1,EASTERN AFRICA
Ajonye Perpetua,South Sudan,1242434443,B,11.1,EASTERN AFRICA
Simon Kun Puoch,South Sudan,1226454859,Stub,11.1,EASTERN AFRICA
Puot Kang Chol,South Sudan,1216135728,Start,11.1,EASTERN AFRICA
Patrick Raphael,South Sudan,1219647987,Stub,11.1,EASTERN AFRICA
Siricio Iro Wani,South Sudan,1215348942,C,11.1,EASTERN AFRICA
Tong Akeen Ngor,South Sudan,1229088378,Stub,11.1,EASTERN AFRICA
Dier Tong Ngor,South Sudan,1236112844,Start,11.1,EASTERN AFRICA
James Tor Monybuny,South Sudan,1177484677,Start,11.1,EASTERN AFRICA
Elias Nyamlell Wako,South Sudan,1244019887,C,11.1,EASTERN AFRICA
Augustino Jadalla Wani,South Sudan,1222765171,Start,11.1,EASTERN AFRICA
Juma Saeed Worju,South Sudan,1250095994,Stub,11.1,EASTERN AFRICA
Justin Yak,South Sudan,1241604463,Stub,11.1,EASTERN AFRICA
Patrick Zamoi,South Sudan,1162680534,Stub,11.1,EASTERN AFRICA
Claro Abánades López,Spain,1227200999,FA,48.3,SOUTHERN EUROPE
Joaquín Abarca,Spain,1033407869,Stub,48.3,SOUTHERN EUROPE
Domingo de Acassuso,Spain,1244200942,Start,48.3,SOUTHERN EUROPE
Luis Alarcón de la Lastra,Spain,1212186504,C,48.3,SOUTHERN EUROPE
Gil Álvarez Carrillo de Albornoz,Spain,1249253793,C,48.3,SOUTHERN EUROPE
Tomás Allende,Spain,1225374044,C,48.3,SOUTHERN EUROPE
Luis Almarcha Hernández,Spain,1212187829,Start,48.3,SOUTHERN EUROPE
Alonso III Fonseca,Spain,1250930129,C,48.3,SOUTHERN EUROPE
"Fadrique de Toledo, 1st Marquess of Valdueza",Spain,1246276424,C,48.3,SOUTHERN EUROPE
Fadrique Alvarez de Toledo y Ponce de León,Spain,1232331231,Start,48.3,SOUTHERN EUROPE
"Fernando Álvarez de Toledo, 3rd Duke of Alba",Spain,1249404813,C,48.3,SOUTHERN EUROPE
García Álvarez de Toledo y Osorio,Spain,1243820129,Start,48.3,SOUTHERN EUROPE
"García de Toledo Osorio, 6th Marquess of Villafranca",Spain,1242065267,Start,48.3,SOUTHERN EUROPE
Manuel Joaquín Álvarez de Toledo,Spain,1234633595,C,48.3,SOUTHERN EUROPE
"Pedro de Toledo Osorio, 5th Marquess of Villafranca",Spain,1185175145,Start,48.3,SOUTHERN EUROPE
Diego de Alvear y Ponce de León,Spain,1109548816,C,48.3,SOUTHERN EUROPE
Martín de Álzaga,Spain,1242284347,Start,48.3,SOUTHERN EUROPE
Mario Arana,Spain,1248345511,C,48.3,SOUTHERN EUROPE
Ramón de Aras Jáuregui,Spain,1225960138,C,48.3,SOUTHERN EUROPE
Alfonso Ardura,Spain,1239244518,C,48.3,SOUTHERN EUROPE
Buenaventura Carlos Aribau,Spain,1241430575,Start,48.3,SOUTHERN EUROPE
Manuel de Aróstegui Sáenz de Olamendi,Spain,1222718418,Stub,48.3,SOUTHERN EUROPE
Anna Arqué i Solsona,Spain,1227092865,Start,48.3,SOUTHERN EUROPE
Antonio Arrúe Zarauz,Spain,1249171201,FA,48.3,SOUTHERN EUROPE
Alberto Aznar,Spain,1239244515,GA,48.3,SOUTHERN EUROPE
Vicente Bacallar,Spain,1157092874,C,48.3,SOUTHERN EUROPE
Ignacio Baleztena Ascárate,Spain,1226871737,FA,48.3,SOUTHERN EUROPE
"José Baquíjano y Carrillo, Count of Vistaflorida",Spain,1239358433,Start,48.3,SOUTHERN EUROPE
Miguel Barroso Ayats,Spain,1199053571,Stub,48.3,SOUTHERN EUROPE
Alfonso Soriano Benítez de Lugo,Spain,1222085341,Start,48.3,SOUTHERN EUROPE
Joseph Blás de Gainza,Spain,1237282903,Stub,48.3,SOUTHERN EUROPE
Juan Antonio Bolea,Spain,1100828029,Stub,48.3,SOUTHERN EUROPE
Gaspar de Borja y Velasco,Spain,1249278053,C,48.3,SOUTHERN EUROPE
Alberto Bosch y Fustegueras,Spain,1222273738,GA,48.3,SOUTHERN EUROPE
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",Spain,1222965894,Start,48.3,SOUTHERN EUROPE
Blas Camacho,Spain,1101437075,Stub,48.3,SOUTHERN EUROPE
José Manuel Campa,Spain,1250195353,Start,48.3,SOUTHERN EUROPE
Carlos Cañal y Migolla,Spain,1247065861,Start,48.3,SOUTHERN EUROPE
Antonio Carro Martínez,Spain,1104381249,Stub,48.3,SOUTHERN EUROPE
"Nicolás de Carvajal, Marquis of Sarria",Spain,1239399581,Start,48.3,SOUTHERN EUROPE
Francesc de Castellví i de Vic,Spain,1247845408,Stub,48.3,SOUTHERN EUROPE
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",Spain,1180262117,Start,48.3,SOUTHERN EUROPE
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",Spain,1244697451,Start,48.3,SOUTHERN EUROPE
Ramón Chíes,Spain,1229508444,Start,48.3,SOUTHERN EUROPE
Diego Clemencín,Spain,1231354870,Start,48.3,SOUTHERN EUROPE
Octavio Cuartero Cifuentes,Spain,1225783850,Stub,48.3,SOUTHERN EUROPE
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",Spain,1237178682,Start,48.3,SOUTHERN EUROPE
Rafael de Mendizábal Allende,Spain,1243973381,Stub,48.3,SOUTHERN EUROPE
Juan Donoso Cortés,Spain,1242935889,C,48.3,SOUTHERN EUROPE
Carles Duarte i Montserrat,Spain,1198285042,C,48.3,SOUTHERN EUROPE
Julián Elorza Aizpuru,Spain,1240818582,FA,48.3,SOUTHERN EUROPE
Juan de Escobedo,Spain,1230344651,Start,48.3,SOUTHERN EUROPE
Gaspar de Espinosa,Spain,1236908465,Start,48.3,SOUTHERN EUROPE
Víctor Eusa Razquin,Spain,1241488542,FA,48.3,SOUTHERN EUROPE
Carlos Fabra Carreras,Spain,1239574422,GA,48.3,SOUTHERN EUROPE
"Diego Felipez de Guzmán, 1st Marquess of Leganés",Spain,1206053852,C,48.3,SOUTHERN EUROPE
Evaristo Fernández de San Miguel,Spain,1240676368,B,48.3,SOUTHERN EUROPE
Miguel Ángel Fernández-Palacios,Spain,1223713147,Start,48.3,SOUTHERN EUROPE
Antonio Flores de Lemus,Spain,1069012803,Start,48.3,SOUTHERN EUROPE
Josep Fornas,Spain,1100828052,Stub,48.3,SOUTHERN EUROPE
Chato Galante,Spain,1226438941,Stub,48.3,SOUTHERN EUROPE
Guillermo Galeote,Spain,1150269450,Stub,48.3,SOUTHERN EUROPE
Mar Garcia,Spain,1246159813,C,48.3,SOUTHERN EUROPE
Álvaro Gil-Robles,Spain,1229529392,Start,48.3,SOUTHERN EUROPE
Juan Carlos Guerra Zunzunegui,Spain,1104380457,Stub,48.3,SOUTHERN EUROPE
"Gaspar Méndez de Haro, 7th Marquess of Carpio",Spain,1241147612,C,48.3,SOUTHERN EUROPE
"Pedro Henriquez de Acevedo, Count of Fuentes",Spain,1150802341,Start,48.3,SOUTHERN EUROPE
Pedro de Herrera,Spain,1059696308,Stub,48.3,SOUTHERN EUROPE
Eleazar Huerta Valcárcel,Spain,1225797093,Stub,48.3,SOUTHERN EUROPE
Alonso de Idiáquez y Yurramendi,Spain,1239332087,Start,48.3,SOUTHERN EUROPE
Blas Infante,Spain,1232417015,GA,48.3,SOUTHERN EUROPE
Erasmo Janer Gironella,Spain,1221936125,FA,48.3,SOUTHERN EUROPE
Manuel Jiménez de Parga,Spain,1245719803,Stub,48.3,SOUTHERN EUROPE
Hernando de Lerma,Spain,1212104966,Start,48.3,SOUTHERN EUROPE
José Pascual de Liñán y Eguizábal,Spain,1224412530,FA,48.3,SOUTHERN EUROPE
Pero López de Ayala,Spain,1150849598,C,48.3,SOUTHERN EUROPE
Luis Rosado Bretón,Spain,1156485593,Start,48.3,SOUTHERN EUROPE
Álvaro de Luna,Spain,1243332684,C,48.3,SOUTHERN EUROPE
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",Spain,1163078004,Start,48.3,SOUTHERN EUROPE
Juli Marial Tey,Spain,1182696836,Start,48.3,SOUTHERN EUROPE
Marquis of Amboage,Spain,1220853317,Stub,48.3,SOUTHERN EUROPE
Dolors Martí Domènech,Spain,1221176889,C,48.3,SOUTHERN EUROPE
José Luna Meléndez,Spain,1225807985,Start,48.3,SOUTHERN EUROPE
Luis Méndez de Haro,Spain,1243477890,C,48.3,SOUTHERN EUROPE
Bernardino de Mendoza,Spain,1245653702,Start,48.3,SOUTHERN EUROPE
Marcelino Menéndez y Pelayo,Spain,1245487601,C,48.3,SOUTHERN EUROPE
Luis Minguela,Spain,1164369400,Start,48.3,SOUTHERN EUROPE
Salvador Minguijón Adrián,Spain,1226876537,FA,48.3,SOUTHERN EUROPE
Pep Mòdol,Spain,1104404965,Stub,48.3,SOUTHERN EUROPE
Rafael Molera,Spain,1248365842,C,48.3,SOUTHERN EUROPE
Guillermo Morphy,Spain,1228639807,C,48.3,SOUTHERN EUROPE
Pere Navarro Olivella,Spain,1177249853,Start,48.3,SOUTHERN EUROPE
Trinitat Neras i Plaja,Spain,1228644300,Stub,48.3,SOUTHERN EUROPE
Juan Everardo Nithard,Spain,1245200718,Start,48.3,SOUTHERN EUROPE
Pablo de Olavide,Spain,1158835762,Start,48.3,SOUTHERN EUROPE
Álvaro d'Ors Pérez-Peix,Spain,1249899212,FA,48.3,SOUTHERN EUROPE
Román Oyarzun Oyarzun,Spain,1235475298,FA,48.3,SOUTHERN EUROPE
Juan Pacheco,Spain,1243332699,C,48.3,SOUTHERN EUROPE
Juan Palarea Blanes,Spain,1241607000,C,48.3,SOUTHERN EUROPE
Berenguer de Palou II,Spain,1186657248,Start,48.3,SOUTHERN EUROPE
Javier María Pascual Ibañez,Spain,1249112719,FA,48.3,SOUTHERN EUROPE
Pedro Antonio de Aragón,Spain,1219603807,Start,48.3,SOUTHERN EUROPE
Juan Manuel de la Peña Bonifaz,Spain,1249716627,Start,48.3,SOUTHERN EUROPE
Antonio Pérez Crespo,Spain,1221357654,Start,48.3,SOUTHERN EUROPE
Antonio Pérez (statesman),Spain,1248626781,C,48.3,SOUTHERN EUROPE
Manuel Pizarro Moreno,Spain,1242934173,Start,48.3,SOUTHERN EUROPE
Luis Gabriel Portillo,Spain,1245598382,Start,48.3,SOUTHERN EUROPE
Pablo de Porturas y Landázuri,Spain,1240726735,Stub,48.3,SOUTHERN EUROPE
Jesús Quijano,Spain,1177450947,Start,48.3,SOUTHERN EUROPE
Domingo Ram y Lanaja,Spain,1240004197,Start,48.3,SOUTHERN EUROPE
Luis de Requesens y Relat,Spain,1231552001,Start,48.3,SOUTHERN EUROPE
Galceran de Requesens y Santa Coloma,Spain,800277980,Start,48.3,SOUTHERN EUROPE
Rafael del Riego,Spain,1221860007,C,48.3,SOUTHERN EUROPE
Miguel Romero (activist),Spain,1069043798,Stub,48.3,SOUTHERN EUROPE
Julio Ruiz de Alda,Spain,1245604174,Start,48.3,SOUTHERN EUROPE
Alfonso Rus,Spain,1209070934,Start,48.3,SOUTHERN EUROPE
Gabriel von Salamanca-Ortenburg,Spain,1248329683,C,48.3,SOUTHERN EUROPE
Sampiro,Spain,1181106953,C,48.3,SOUTHERN EUROPE
Rafael Sánchez Guerra,Spain,1237052549,Start,48.3,SOUTHERN EUROPE
Belén de Sárraga,Spain,1225826824,C,48.3,SOUTHERN EUROPE
José Sisto,Spain,1092505399,C,48.3,SOUTHERN EUROPE
Pedro Soto (politician),Spain,1099628635,Stub,48.3,SOUTHERN EUROPE
"Juan de Tassis, 1st Count of Villamediana",Spain,1237348476,B,48.3,SOUTHERN EUROPE
Francisco Elías de Tejada y Spínola,Spain,1240811856,FA,48.3,SOUTHERN EUROPE
José Perelló Torrens,Spain,1188172684,Start,48.3,SOUTHERN EUROPE
Arantza Urkaregi,Spain,1237941525,Start,48.3,SOUTHERN EUROPE
Fernando de Valdés y Salas,Spain,1233552005,Start,48.3,SOUTHERN EUROPE
Mauro Varela,Spain,1161077572,Stub,48.3,SOUTHERN EUROPE
Rodrigo Vázquez de Arce,Spain,1234472572,Start,48.3,SOUTHERN EUROPE
José Joaquín de Viana,Spain,1238088449,Start,48.3,SOUTHERN EUROPE
Narcís Vinyoles,Spain,1215856775,Start,48.3,SOUTHERN EUROPE
Pedro Vives,Spain,1223572479,GA,48.3,SOUTHERN EUROPE
Alberto Zarraoa,Spain,1243871603,C,48.3,SOUTHERN EUROPE
Mariano Zufía Urrizalqui,Spain,1231889136,FA,48.3,SOUTHERN EUROPE
Somawansa Amarasinghe,Sri Lanka,1243073099,GA,22.7,SOUTH ASIA
Chanaka Amaratunga,Sri Lanka,1241483000,C,22.7,SOUTH ASIA
Kumari Balasuriya,Sri Lanka,1231601129,Stub,22.7,SOUTH ASIA
W. E. Boteju,Sri Lanka,1249868654,Stub,22.7,SOUTH ASIA
Simon Casie Chetty,Sri Lanka,1179725774,C,22.7,SOUTH ASIA
Cissy Cooray,Sri Lanka,1219814539,Start,22.7,SOUTH ASIA
Shirley Corea,Sri Lanka,1248778602,C,22.7,SOUTH ASIA
Albert L. De Alwis Seneviratne,Sri Lanka,1185717129,Stub,22.7,SOUTH ASIA
A. J. R. de Soysa,Sri Lanka,1187003494,Start,22.7,SOUTH ASIA
Evelyn de Soysa,Sri Lanka,1219815222,C,22.7,SOUTH ASIA
David Dharmakeerthi,Sri Lanka,1228230937,C,22.7,SOUTH ASIA
J. C. Dias Bandaranaike,Sri Lanka,1203311671,Stub,22.7,SOUTH ASIA
Dhamma Dissanayake,Sri Lanka,1249711541,Stub,22.7,SOUTH ASIA
B. H. Dunuwille,Sri Lanka,1165315563,Stub,22.7,SOUTH ASIA
Niluka Ekanayake,Sri Lanka,1249650915,Start,22.7,SOUTH ASIA
William Ellawala,Sri Lanka,1225851585,Start,22.7,SOUTH ASIA
C. H. Z. Fernando,Sri Lanka,1247700741,C,22.7,SOUTH ASIA
Sam Peter Christopher Fernando,Sri Lanka,1179726139,Start,22.7,SOUTH ASIA
Saman Piyasiri Fernando,Sri Lanka,1222339547,GA,22.7,SOUTH ASIA
William Gopallawa,Sri Lanka,1247954900,C,22.7,SOUTH ASIA
C. T. Grero,Sri Lanka,1165316159,Stub,22.7,SOUTH ASIA
Deepthi Kumara Gunarathne,Sri Lanka,1183509148,Stub,22.7,SOUTH ASIA
Prasanna Gunawardena,Sri Lanka,1165316165,Stub,22.7,SOUTH ASIA
S. N. W. Hulugalle,Sri Lanka,1165316163,Stub,22.7,SOUTH ASIA
Herbert Eric Jansz,Sri Lanka,1165315225,Stub,22.7,SOUTH ASIA
Peshala Jayarathne,Sri Lanka,1239991644,Stub,22.7,SOUTH ASIA
M. P. Jayasinghe,Sri Lanka,1165316210,Stub,22.7,SOUTH ASIA
Layard Jayasundera,Sri Lanka,1165316191,Stub,22.7,SOUTH ASIA
Dayan Jayatilleka,Sri Lanka,1245069718,GA,22.7,SOUTH ASIA
Ranil Jayawardena,Sri Lanka,1247270745,GA,22.7,SOUTH ASIA
Stanley Kalpage,Sri Lanka,1242818277,Start,22.7,SOUTH ASIA
Neville Kanakaratna,Sri Lanka,1242818283,Start,22.7,SOUTH ASIA
Asoka Karunaratne,Sri Lanka,1229954743,Start,22.7,SOUTH ASIA
Nagananda Kodituwakku,Sri Lanka,1238953988,B,22.7,SOUTH ASIA
Kulasiri Kumarage,Sri Lanka,1191466959,Start,22.7,SOUTH ASIA
Hermann Albert Loos,Sri Lanka,1245891070,Start,22.7,SOUTH ASIA
Theodore Barcroft L. Moonemalle,Sri Lanka,1247654120,Stub,22.7,SOUTH ASIA
National Union of Workers (Sri Lanka),Sri Lanka,1247354907,Start,22.7,SOUTH ASIA
James Peter Obeyesekere I,Sri Lanka,1179726399,Stub,22.7,SOUTH ASIA
Solomon Christoffel Obeyesekere,Sri Lanka,1182990163,Start,22.7,SOUTH ASIA
Craig Ondarchie,Sri Lanka,1230349981,Start,22.7,SOUTH ASIA
P. B. Dissanayake,Sri Lanka,1165316456,Stub,22.7,SOUTH ASIA
Tikiri Bandara Panabokke I,Sri Lanka,1190525825,Stub,22.7,SOUTH ASIA
Sujatha Paramanathan,Sri Lanka,1247649621,C,22.7,SOUTH ASIA
James Peiris,Sri Lanka,1241519028,GA,22.7,SOUTH ASIA
M. V. P. Peiris,Sri Lanka,1242818794,Start,22.7,SOUTH ASIA
Marshal Perera,Sri Lanka,1165316488,Start,22.7,SOUTH ASIA
Jude Perera,Sri Lanka,1240127199,Stub,22.7,SOUTH ASIA
J. G. Philipsz Panditaratne,Sri Lanka,1184818193,Stub,22.7,SOUTH ASIA
Rishi Senthil Raj,Sri Lanka,1222315999,Start,22.7,SOUTH ASIA
Gotabaya Rajapaksa,Sri Lanka,1250415824,B,22.7,SOUTH ASIA
Wilfred Martin Rajapakse,Sri Lanka,1179726523,Stub,22.7,SOUTH ASIA
Vijitha Rohana,Sri Lanka,1240463277,Start,22.7,SOUTH ASIA
Prasanna Shamal Senarath,Sri Lanka,1219818027,Stub,22.7,SOUTH ASIA
Allan Morley Spaar,Sri Lanka,1249461630,Start,22.7,SOUTH ASIA
Tamil Progressive Alliance,Sri Lanka,1247900823,Start,22.7,SOUTH ASIA
O. C. Tillekeratne,Sri Lanka,1219817745,Stub,22.7,SOUTH ASIA
Stanley Tillekeratne,Sri Lanka,1227894711,Stub,22.7,SOUTH ASIA
Up-Country People's Front,Sri Lanka,1189504219,Stub,22.7,SOUTH ASIA
Nalini Weerawanni,Sri Lanka,1239993755,Stub,22.7,SOUTH ASIA
Chandradasa Wijesinghe,Sri Lanka,1187003994,Start,22.7,SOUTH ASIA
Sirimal Wijesinghe,Sri Lanka,1213943792,Start,22.7,SOUTH ASIA
Rohana Wijeweera,Sri Lanka,1249738578,C,22.7,SOUTH ASIA
Gerard Wijeyekoon,Sri Lanka,1190484705,Stub,22.7,SOUTH ASIA
Adil Abdel Aati,Sudan,1234479270,C,48.1,NORTHERN AFRICA
Abdel Fattah al-Maghrabi,Sudan,1215349032,Start,48.1,NORTHERN AFRICA
Abdel Halim Mohamed,Sudan,1249045451,GA,48.1,NORTHERN AFRICA
Ahmad Muhammad Salih,Sudan,1250277094,C,48.1,NORTHERN AFRICA
Ahmed Mohammed Yassin,Sudan,1215886938,C,48.1,NORTHERN AFRICA
Ali wad Hilu,Sudan,1174316394,Stub,48.1,NORTHERN AFRICA
Mirghani Alnasri,Sudan,1232037123,Start,48.1,NORTHERN AFRICA
Samuel Aru Bol,Sudan,1240695162,Start,48.1,NORTHERN AFRICA
